file,status,pa,pb,pc,pairs,coinc,nearmiss,maxc
matmul/dbcache/13a5bd4n/i19w231c467f-000.tab,ok,1,3,0,4,10,5,1
matmul/dbcache/13a5bd4n/i19w227c235e-002.tab,ok,2,3,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w263c2367-000.tab,ok,3,2,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w253c236f-001.tab,ok,1,3,0,4,8,4,1
matmul/dbcache/13a5bd4n/i19w229c238h-000.tab,ok,2,1,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w251c2478-000.tab,ok,3,3,0,6,2,1,1
matmul/dbcache/13a5bd4n/i19w219c239i-000.tab,ok,3,3,2,8,4,2,1
matmul/dbcache/13a5bd4n/i19w253c349f-000.tab,ok,3,1,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w219c367g-001.tab,ok,2,1,2,5,2,1,1
matmul/dbcache/13a5bd4n/i19w245c356e-003.tab,ok,2,1,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w245c346f-000.tab,ok,3,2,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w259c258h-003.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w219c23ci-008.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w219c23ci-020.tab,ok,3,1,1,5,10,5,1
matmul/dbcache/13a5bd4n/i19w239c346d-001.tab,ok,2,3,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w261c356e-000.tab,ok,3,1,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w267c379g-000.tab,ok,1,3,0,4,10,5,1
matmul/dbcache/13a5bd4n/i19w253c48ae-000.tab,ok,1,2,0,3,4,2,1
matmul/dbcache/13a5bd4n/i19w237c367e-000.tab,ok,3,3,0,6,10,5,1
matmul/dbcache/13a5bd4n/i19w245c38aj-000.tab,ok,3,2,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w227c4efh-000.tab,ok,2,3,2,7,6,3,1
matmul/dbcache/13a5bd4n/i19w245c238f-000.tab,ok,0,3,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w245c36dj-000.tab,ok,3,1,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w231c347c-000.tab,ok,2,3,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w239c346d-000.tab,ok,1,3,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w219c23ci-009.tab,ok,3,1,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w259c258h-002.tab,ok,2,1,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w261c35eg-000.tab,ok,2,3,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w245c346f-001.tab,ok,3,2,0,5,6,3,1
matmul/dbcache/13a5bd4n/i19w247c47eg-000.tab,ok,2,2,1,5,12,6,1
matmul/dbcache/13a5bd4n/i19w219c367g-000.tab,ok,1,3,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w245c356e-002.tab,ok,3,2,1,6,0,0,1
matmul/dbcache/13a5bd4n/i19w219c239i-001.tab,ok,2,0,0,2,0,0,1
matmul/dbcache/13a5bd4n/i19w229c238h-001.tab,ok,3,3,0,6,4,2,1
matmul/dbcache/13a5bd4n/i19w231c467f-001.tab,ok,2,3,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w227c235e-003.tab,ok,2,3,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w253c236f-000.tab,ok,2,1,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w239c23ci-016.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-002.tab,ok,2,1,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w253c48eh-000.tab,ok,2,2,0,4,14,7,1
matmul/dbcache/13a5bd4n/i19w243c23fg-000.tab,ok,3,1,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w261c48ah-000.tab,ok,1,3,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w243c4cef-000.tab,ok,3,1,0,4,12,6,1
matmul/dbcache/13a5bd4n/i19w249c34eg-000.tab,ok,2,0,1,3,6,3,1
matmul/dbcache/13a5bd4n/i19w239c36fg-000.tab,ok,2,3,2,7,0,0,1
matmul/dbcache/13a5bd4n/i19w243c235e-001.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w259c38eh-000.tab,ok,2,1,0,3,2,1,1
matmul/dbcache/13a5bd4n/i19w235c235e-002.tab,ok,2,2,2,6,6,3,1
matmul/dbcache/13a5bd4n/i19w233c48ah-000.tab,ok,3,2,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w269c238h-000.tab,ok,0,1,2,3,12,6,1
matmul/dbcache/13a5bd4n/i19w257c346f-000.tab,ok,3,1,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w249c34aj-001.tab,ok,1,2,2,5,6,3,1
matmul/dbcache/13a5bd4n/i19w245c389h-001.tab,ok,1,2,2,5,0,0,1
matmul/dbcache/13a5bd4n/i19w245c48ah-001.tab,ok,0,3,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w265c236f-000.tab,ok,2,0,3,5,8,4,1
matmul/dbcache/13a5bd4n/i19w235c235e-000.tab,ok,2,1,1,4,8,4,1
matmul/dbcache/13a5bd4n/i19w257c35eg-000.tab,ok,3,2,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w249c3bcf-004.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w255c37gj-000.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w257c357e-001.tab,ok,1,2,0,3,0,0,1
matmul/dbcache/13a5bd4n/i19w239c23ci-014.tab,ok,3,1,1,5,2,1,1
matmul/dbcache/13a5bd4n/i19w253c236f-002.tab,ok,2,1,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w227c235e-001.tab,ok,2,2,2,6,2,1,1
matmul/dbcache/13a5bd4n/i19w219c28aj-000.tab,ok,2,1,2,5,2,1,1
matmul/dbcache/13a5bd4n/i19w251c347g-000.tab,ok,2,1,2,5,12,6,1
matmul/dbcache/13a5bd4n/i19w239c23ci-000.tab,ok,2,3,2,7,6,3,1
matmul/dbcache/13a5bd4n/i19w239c356g-001.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w239c26aj-000.tab,ok,2,2,3,7,4,2,1
matmul/dbcache/13a5bd4n/i19w237c356h-000.tab,ok,3,2,0,5,12,6,1
matmul/dbcache/13a5bd4n/i19w245c35eg-001.tab,ok,1,1,2,4,6,3,1
matmul/dbcache/13a5bd4n/i19w245c356e-000.tab,ok,1,2,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w215c467f-001.tab,ok,3,3,2,8,2,1,1
matmul/dbcache/13a5bd4n/i19w277c236f-000.tab,ok,3,2,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w231c248h-000.tab,ok,2,2,3,7,4,2,1
matmul/dbcache/13a5bd4n/i19w245c346f-002.tab,ok,2,1,3,6,10,5,1
matmul/dbcache/13a5bd4n/i19w259c258h-001.tab,ok,1,2,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w223c36ef-000.tab,ok,2,2,1,5,2,1,1
matmul/dbcache/13a5bd4n/i19w219c239i-002.tab,ok,2,3,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w215c347c-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w245c356e-001.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w245c35eg-000.tab,ok,1,2,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w239c356g-000.tab,ok,3,2,2,7,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-001.tab,ok,3,2,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w253c249i-000.tab,ok,0,1,0,1,2,1,1
matmul/dbcache/13a5bd4n/i19w239c23ci-015.tab,ok,1,2,2,5,6,3,1
matmul/dbcache/13a5bd4n/i19w227c235e-000.tab,ok,2,1,3,6,6,3,1
matmul/dbcache/13a5bd4n/i19w257c357e-000.tab,ok,2,2,1,5,2,1,1
matmul/dbcache/13a5bd4n/i19w219c367g-002.tab,ok,3,3,3,9,0,0,1
matmul/dbcache/13a5bd4n/i19w241c36aj-000.tab,ok,3,1,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w251c236c-000.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w255c2348-000.tab,ok,2,3,2,7,6,3,1
matmul/dbcache/13a5bd4n/i19w219c239i-003.tab,ok,3,3,0,6,2,1,1
matmul/dbcache/13a5bd4n/i19w225c46ah-000.tab,ok,3,3,1,7,4,2,1
matmul/dbcache/13a5bd4n/i19w259c258h-000.tab,ok,3,2,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w263c36cd-000.tab,ok,2,3,0,5,8,4,1
matmul/dbcache/13a5bd4n/i19w219c38hj-000.tab,ok,1,2,2,5,12,6,1
matmul/dbcache/13a5bd4n/i19w253c359e-000.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w263c47aj-000.tab,ok,2,1,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w261c28hj-000.tab,ok,3,2,1,6,8,4,1
matmul/dbcache/13a5bd4n/i19w215c467f-000.tab,ok,2,3,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w231c248h-001.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w277c236f-001.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w247c347c-000.tab,ok,2,3,1,6,2,1,1
matmul/dbcache/13a5bd4n/i19w243c235e-002.tab,ok,2,2,0,4,0,0,1
matmul/dbcache/13a5bd4n/i19w249c3bcf-005.tab,ok,3,1,1,5,8,4,1
matmul/dbcache/13a5bd4n/i19w257c35eg-001.tab,ok,0,2,0,2,2,1,1
matmul/dbcache/13a5bd4n/i19w235c235e-001.tab,ok,2,3,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w251c247a-000.tab,ok,2,3,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w237c389e-000.tab,ok,1,3,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w245c48ah-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w279c3bcf-000.tab,ok,3,0,2,5,6,3,1
matmul/dbcache/13a5bd4n/i19w245c389h-000.tab,ok,2,3,2,7,6,3,1
matmul/dbcache/13a5bd4n/i19w249c34aj-002.tab,ok,3,1,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w243c346f-001.tab,ok,3,1,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w243c36dj-000.tab,ok,2,2,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w265c347c-000.tab,ok,0,2,2,4,6,3,1
matmul/dbcache/13a5bd4n/i19w279c39aj-000.tab,ok,2,0,1,3,4,2,1
matmul/dbcache/13a5bd4n/i19w231c257g-000.tab,ok,2,3,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w211c346f-001.tab,ok,3,2,3,8,2,1,1
matmul/dbcache/13a5bd4n/i19w255c48eh-000.tab,ok,2,3,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w253c239j-000.tab,ok,3,1,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w255c236f-000.tab,ok,1,3,1,5,8,4,1
matmul/dbcache/13a5bd4n/i19w199c23ci-000.tab,ok,3,2,2,7,0,0,1
matmul/dbcache/13a5bd4n/i19w249c3bcf-001.tab,ok,1,2,3,6,6,3,1
matmul/dbcache/13a5bd4n/i19w211c36dj-000.tab,ok,1,4,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w257c235e-000.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w223c236f-003.tab,ok,2,3,0,5,0,0,1
matmul/dbcache/13a5bd4n/i19w227c356e-000.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-011.tab,ok,3,2,2,7,0,0,1
matmul/dbcache/13a5bd4n/i19w239c23ci-005.tab,ok,3,0,1,4,2,1,1
matmul/dbcache/13a5bd4n/i19w215c389e-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w231c236f-002.tab,ok,2,3,0,5,0,0,1
matmul/dbcache/13a5bd4n/i19w269c258h-000.tab,ok,2,2,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w277c369i-000.tab,ok,3,1,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w233c347g-000.tab,ok,2,3,2,7,4,2,1
matmul/dbcache/13a5bd4n/i19w259c469i-000.tab,ok,2,3,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w235c36dj-000.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w243c346f-002.tab,ok,2,1,0,3,6,3,1
matmul/dbcache/13a5bd4n/i19w249c347d-000.tab,ok,2,3,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w249c346d-000.tab,ok,1,2,3,6,6,3,1
matmul/dbcache/13a5bd4n/i19w211c35eg-000.tab,ok,2,3,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w255c47ef-000.tab,ok,2,2,2,6,2,1,1
matmul/dbcache/13a5bd4n/i19w239c3cef-000.tab,ok,3,2,1,6,2,1,1
matmul/dbcache/13a5bd4n/i19w257c347g-001.tab,ok,3,1,0,4,10,5,1
matmul/dbcache/13a5bd4n/i19w243c356e-001.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w223c236f-000.tab,ok,2,3,0,5,6,3,1
matmul/dbcache/13a5bd4n/i19w249c3bcf-002.tab,ok,2,2,3,7,4,2,1
matmul/dbcache/13a5bd4n/i19w279c34aj-000.tab,ok,0,1,1,2,4,2,1
matmul/dbcache/13a5bd4n/i19w239c347e-001.tab,ok,3,2,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w279c269i-000.tab,ok,1,2,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w239c346e-001.tab,ok,1,2,2,5,8,4,1
matmul/dbcache/13a5bd4n/i19w239c23ci-004.tab,ok,3,3,2,8,2,1,1
matmul/dbcache/13a5bd4n/i19w245c347g-002.tab,ok,1,1,1,3,8,4,1
matmul/dbcache/13a5bd4n/i19w247c236f-000.tab,ok,3,2,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w239c23ci-010.tab,ok,3,1,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w249c3bcf-000.tab,ok,1,2,2,5,6,3,1
matmul/dbcache/13a5bd4n/i19w223c236f-002.tab,ok,1,2,0,3,0,0,1
matmul/dbcache/13a5bd4n/i19w249c23ci-000.tab,ok,3,2,2,7,6,3,1
matmul/dbcache/13a5bd4n/i19w221c347g-000.tab,ok,3,2,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w245c389i-000.tab,ok,2,2,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w211c346f-000.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w265c347c-001.tab,ok,1,3,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w227c48ah-000.tab,ok,2,3,1,6,8,4,1
matmul/dbcache/13a5bd4n/i19w265c467f-000.tab,ok,2,1,2,5,6,3,1
matmul/dbcache/13a5bd4n/i19w247c4cdj-000.tab,ok,1,3,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w215c356h-000.tab,ok,3,3,3,9,0,0,1
matmul/dbcache/13a5bd4n/i19w243c346f-000.tab,ok,3,2,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w249c35gj-000.tab,ok,1,2,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w251c346f-000.tab,ok,1,3,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w233c4efh-000.tab,ok,3,2,2,7,6,3,1
matmul/dbcache/13a5bd4n/i19w249c46dj-000.tab,ok,3,3,0,6,4,2,1
matmul/dbcache/13a5bd4n/i19w255c2359-000.tab,ok,3,2,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w261c347g-000.tab,ok,3,1,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w209c23ci-000.tab,ok,3,1,3,7,0,0,1
matmul/dbcache/13a5bd4n/i19w229c28aj-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w209c23ci-001.tab,ok,3,1,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w215c236f-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w237c2afg-000.tab,ok,1,1,2,4,6,3,1
matmul/dbcache/13a5bd4n/i19w269c258h-001.tab,ok,3,1,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w245c235e-000.tab,ok,3,2,0,5,8,4,1
matmul/dbcache/13a5bd4n/i19w269c467e-000.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w249c349i-000.tab,ok,2,2,2,6,2,1,1
matmul/dbcache/13a5bd4n/i19w247c347b-000.tab,ok,3,3,2,8,0,0,1
matmul/dbcache/13a5bd4n/i19w209c23ci-003.tab,ok,4,1,2,7,2,1,1
matmul/dbcache/13a5bd4n/i19w227c346f-000.tab,ok,3,3,0,6,6,3,1
matmul/dbcache/13a5bd4n/i19w239c34aj-000.tab,ok,2,1,1,4,2,1,1
matmul/dbcache/13a5bd4n/i19w209c23ci-002.tab,ok,3,0,2,5,0,0,1
matmul/dbcache/13a5bd4n/i19w219c238h-001.tab,ok,2,3,0,5,8,4,1
matmul/dbcache/13a5bd4n/i19w219c23ci-018.tab,ok,3,1,1,5,2,1,1
matmul/dbcache/13a5bd4n/i19w243c48ah-001.tab,ok,3,1,0,4,2,1,1
matmul/dbcache/13a5bd4n/i19w261c23fg-001.tab,ok,1,1,2,4,4,2,1
matmul/dbcache/13a5bd4n/i19w269c258h-002.tab,ok,2,2,0,4,12,6,1
matmul/dbcache/13a5bd4n/i19w231c236f-000.tab,ok,2,2,2,6,2,1,1
matmul/dbcache/13a5bd4n/i19w277c248h-000.tab,ok,1,3,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w237c36ef-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w233c235e-000.tab,ok,3,1,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-013.tab,ok,2,2,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w245c347g-001.tab,ok,1,2,0,3,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-007.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w211c48ah-000.tab,ok,3,3,0,6,0,0,1
matmul/dbcache/13a5bd4n/i19w267c34cf-000.tab,ok,2,1,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w245c347g-000.tab,ok,1,2,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-006.tab,ok,2,1,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w239c23ci-012.tab,ok,2,2,1,5,2,1,1
matmul/dbcache/13a5bd4n/i19w253c467f-000.tab,ok,3,1,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w269c258h-003.tab,ok,2,2,0,4,8,4,1
matmul/dbcache/13a5bd4n/i19w231c236f-001.tab,ok,2,2,2,6,6,3,1
matmul/dbcache/13a5bd4n/i19w265c346j-000.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w261c23fg-000.tab,ok,1,2,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w219c34dj-000.tab,ok,3,1,1,5,0,0,1
matmul/dbcache/13a5bd4n/i19w243c48ah-000.tab,ok,1,3,2,6,2,1,1
matmul/dbcache/13a5bd4n/i19w219c23ci-019.tab,ok,2,2,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w217c347g-000.tab,ok,3,2,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w255c367e-000.tab,ok,2,1,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w219c238h-000.tab,ok,2,2,0,4,0,0,1
matmul/dbcache/13a5bd4n/i19w223c389e-000.tab,ok,1,3,1,5,10,5,1
matmul/dbcache/13a5bd4n/i19w237c48ah-000.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w245c389e-000.tab,ok,3,2,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w239c258h-000.tab,ok,3,2,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w277c356e-000.tab,ok,1,1,3,5,6,3,1
matmul/dbcache/13a5bd4n/i19w257c479i-000.tab,ok,1,3,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w249c37eg-000.tab,ok,1,2,3,6,8,4,1
matmul/dbcache/13a5bd4n/i19w227c347c-001.tab,ok,2,3,1,6,2,1,1
matmul/dbcache/13a5bd4n/i19w265c369e-000.tab,ok,2,1,1,4,8,4,1
matmul/dbcache/13a5bd4n/i19w253c346f-000.tab,ok,2,3,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w253c28hj-000.tab,ok,2,2,1,5,8,4,1
matmul/dbcache/13a5bd4n/i19w249c247g-000.tab,ok,1,2,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w245c26fg-000.tab,ok,3,1,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w259c3bcf-000.tab,ok,3,2,0,5,6,3,1
matmul/dbcache/13a5bd4n/i19w259c23ci-000.tab,ok,3,2,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w265c389h-000.tab,ok,1,1,1,3,6,3,1
matmul/dbcache/13a5bd4n/i19w239c346e-000.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w239c347e-000.tab,ok,2,2,0,4,0,0,1
matmul/dbcache/13a5bd4n/i19w223c236f-001.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w249c3bcf-003.tab,ok,2,3,1,6,8,4,1
matmul/dbcache/13a5bd4n/i19w243c356e-000.tab,ok,2,2,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w257c347g-000.tab,ok,3,1,1,5,8,4,1
matmul/dbcache/13a5bd4n/i19w237c36cd-000.tab,ok,1,1,2,4,8,4,1
matmul/dbcache/13a5bd4n/i19w255c4dhj-000.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w265c347c-002.tab,ok,1,3,0,4,8,4,1
matmul/dbcache/13a5bd4n/i19w265c34cj-000.tab,ok,2,2,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w269c38eh-000.tab,ok,1,2,2,5,8,4,1
matmul/dbcache/13a5bd4n/i19w251c389h-000.tab,ok,2,0,0,2,2,1,1
matmul/dbcache/13a5bd4n/i19w249c36eh-000.tab,ok,3,2,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w271c349f-000.tab,ok,2,2,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w281c256i-000.tab,ok,2,0,1,3,6,3,1
matmul/dbcache/13a5bd4n/i19w251c48ah-000.tab,ok,2,1,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w231c347g-000.tab,ok,2,1,3,6,6,3,1
matmul/dbcache/13a5bd4n/i19w269c34aj-002.tab,ok,0,1,1,2,6,3,1
matmul/dbcache/13a5bd4n/i19w243c4chi-000.tab,ok,3,2,2,7,0,0,1
matmul/dbcache/13a5bd4n/i19w231c235e-002.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w259c349i-000.tab,ok,1,3,0,4,10,5,1
matmul/dbcache/13a5bd4n/i19w257c347b-000.tab,ok,2,3,2,7,4,2,1
matmul/dbcache/13a5bd4n/i19w245c23cf-000.tab,ok,2,2,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w265c267g-000.tab,ok,3,1,0,4,8,4,1
matmul/dbcache/13a5bd4n/i19w229c23ci-004.tab,ok,3,1,3,7,0,0,1
matmul/dbcache/13a5bd4n/i19w237c35eg-000.tab,ok,1,2,2,5,4,2,1
matmul/dbcache/13a5bd4n/i19w257c236f-000.tab,ok,2,0,2,4,8,4,1
matmul/dbcache/13a5bd4n/i19w219c23ci-001.tab,ok,3,2,1,6,0,0,1
matmul/dbcache/13a5bd4n/i19w237c346f-002.tab,ok,2,2,2,6,6,3,1
matmul/dbcache/13a5bd4n/i19w207c235e-000.tab,ok,3,3,0,6,0,0,1
matmul/dbcache/13a5bd4n/i19w219c23ci-015.tab,ok,2,3,2,7,4,2,1
matmul/dbcache/13a5bd4n/i19w273c2efi-000.tab,ok,1,2,0,3,6,3,1
matmul/dbcache/13a5bd4n/i19w245c235i-000.tab,ok,0,2,2,4,4,2,1
matmul/dbcache/13a5bd4n/i19w241c346f-001.tab,ok,2,2,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w243c248h-000.tab,ok,2,1,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w249c258h-004.tab,ok,1,3,0,4,2,1,1
matmul/dbcache/13a5bd4n/i19w241c346f-000.tab,ok,2,1,0,3,8,4,1
matmul/dbcache/13a5bd4n/i19w265c356e-000.tab,ok,3,2,1,6,2,1,1
matmul/dbcache/13a5bd4n/i19w219c23ci-014.tab,ok,3,1,2,6,4,2,1
matmul/dbcache/13a5bd4n/i19w281c258h-000.tab,ok,3,1,0,4,6,3,1
matmul/dbcache/13a5bd4n/i19w219c23ci-000.tab,ok,2,3,2,7,0,0,1
matmul/dbcache/13a5bd4n/i19w239c28aj-000.tab,ok,2,2,0,4,8,4,1
matmul/dbcache/13a5bd4n/i19w257c236f-001.tab,ok,2,3,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w235c467f-000.tab,ok,1,2,1,4,6,3,1
matmul/dbcache/13a5bd4n/i19w229c23ci-005.tab,ok,2,1,3,6,4,2,1
matmul/dbcache/13a5bd4n/i19w245c356h-000.tab,ok,1,2,1,4,4,2,1
matmul/dbcache/13a5bd4n/i19w237c357e-000.tab,ok,0,1,3,4,6,3,1
matmul/dbcache/13a5bd4n/i19w289c346g-000.tab,ok,2,2,0,4,4,2,1
matmul/dbcache/13a5bd4n/i19w223c347g-000.tab,ok,3,3,1,7,0,0,1
matmul/dbcache/13a5bd4n/i19w257c347b-001.tab,ok,2,3,1,6,6,3,1
matmul/dbcache/13a5bd4n/i19w245c236f-000.tab,ok,3,1,1,5,4,2,1
matmul/dbcache/13a5bd4n/i19w243c36ef-000.tab,ok,2,3,0,5,2,1,1
matmul/dbcache/13a5bd4n/i19w269c34aj-003.tab,ok,3,2,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w231c347g-001.tab,ok,3,2,0,5,0,0,1
matmul/dbcache/13a5bd4n/i19w253c28hj-001.tab,ok,3,2,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w189c23ci-000.tab,ok,4,1,1,6,0,0,1
matmul/dbcache/13a5bd4n/i19w253c346f-001.tab,ok,2,1,1,4,0,0,1
matmul/dbcache/13a5bd4n/i19w251c47eg-000.tab,ok,1,3,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w251c248h-000.tab,ok,3,2,1,6,4,2,1
matmul/dbcache/13a5bd4n/i19w227c347c-000.tab,ok,2,3,0,5,4,2,1
matmul/dbcache/13a5bd4n/i19w249c37eg-001.tab,ok,1,3,2,6,8,4,1
matmul/dbcache/13a5bd4n/i19w245c49hi-000.tab,ok,3,1,1,5,6,3,1
matmul/dbcache/13a5bd4n/i19w215c235e-000.tab,ok,3,0,0,3,2,1,1
