i5w205c235i-000,63,16+16+31:m0
i106w197c346f-000,64,17+18+29:m0
i106w197c347c-000,64,15+18+31:m0
i106w197c347g-000,64,17+15+32:m0
i106w197c48ae-000,64,18+17+29:m1
i107w193c367g-000,64,18+17+29:m1
i107w195c28hj-000,64,16+16+32:m0
i107w197c235e-000,64,16+16+32:m0
i107w197c28aj-000,64,19+16+29:m0
i107w197c347g-000,64,19+16+29:m0
i107w199c23ci-000,64,15+17+32:m0
i107w199c23ci-001,64,19+15+30:m0
i107w199c346d-000,64,16+18+30:m0
i107w203c239i-000,64,16+18+30:m0
i107w203c356e-000,64,19+15+30:m0
i108w197c23ci-000,64,17+17+30:m0
i108w197c39hi-000,64,16+18+30:m0
i109w195c236g-000,64,17+18+29:m0
i10w199c367g-000,64,17+18+29:m0
i110w197c238h-000,64,17+17+30:m0
i110w197c23ci-000,64,17+16+31:m1
i110w197c23eg-000,64,16+16+32:m0
i110w197c23fg-000,64,18+16+30:m0
i110w197c37gj-000,64,17+17+30:m0
i110w199c23ci-000,64,17+17+30:m0
i110w201c236f-000,64,15+17+32:m0
i110w201c34aj-000,64,16+17+31:m0
i110w201c356h-000,64,15+17+32:m1
i110w203c23ci-000,64,18+17+29:m0
i110w205c346d-000,64,17+16+31:m1
i110w207c23ci-000,64,16+17+31:m0
i113w195c28hj-000,64,16+17+31:m0
i113w197c23ci-000,64,16+16+32:m0
i113w197c356e-000,64,18+16+30:m0
i113w199c23ci-001,64,16+17+31:m1
i113w199c347e-000,64,17+16+31:m1
i113w199c347g-000,64,16+18+30:m1
i113w201c46ef-000,64,16+18+30:m0
i113w201c47eh-000,64,17+18+29:m1
i113w203c23ci-001,64,18+16+30:m0
i113w203c28hj-000,64,17+18+29:m0
i113w203c346f-000,64,19+15+30:m0
i113w203c349i-000,64,17+16+31:m0
i113w207c23ci-002,64,17+16+31:m0
i115w197c23ci-001,64,16+17+31:m1
i115w197c49ai-000,64,17+16+31:m1
i115w201c367j-000,64,18+16+30:m1
i116w203c248h-000,64,16+17+31:m0
i118w201c346f-000,64,16+17+31:m0
i12w199c23ci-000,64,17+15+32:m0
i12w203c23ci-003,64,17+15+32:m0
i12w207c23ci-002,64,17+15+32:m0
i12w211c23ci-000,64,17+15+32:m0
i130w215c23eg-000,64,18+15+31:m0
i133w181c23ci-000,64,17+16+31:m0
i133w201c23ci-000,64,17+16+31:m1
i133w209c347g-000,64,16+18+30:m0
i133w211c235e-000,64,15+18+31:m0
i135w211c356f-000,64,17+15+32:m0
i135w211c37eg-000,64,15+16+33:m0
i139w179c35eg-000,64,17+17+30:m0
i139w199c23ci-000,64,17+16+31:m1
i139w207c35eh-000,64,18+16+30:m0
i139w211c235e-000,64,17+15+32:m0
i143w207c247h-000,64,18+16+30:m0
i144w211c37eg-001,64,16+16+32:m0
i146w207c23ci-000,64,17+17+30:m0
i146w213c34aj-000,64,17+16+31:m0
i14w199c349i-000,64,18+17+29:m0
i154w209c23ci-000,64,16+17+31:m0
i154w213c23ci-000,64,16+17+31:m1
i161w207c23ci-001,64,16+17+31:m0
i16w197c347g-000,64,17+16+31:m0
i16w201c248h-000,64,17+18+29:m0
i16w203c356h-000,64,17+17+30:m0
i16w203c36eh-000,64,17+17+30:m0
i16w205c356h-000,64,17+17+30:m0
i19w225c4efh-000,64,15+17+32:m0
i19w227c269g-000,64,15+18+31:m0
i19w227c37eg-000,64,16+18+30:m0
i19w235c347i-000,64,18+16+30:m0
i204w207c367f-000,64,17+17+30:m0
i26w199c48ah-000,64,18+17+29:m0
i27w201c238h-000,64,17+17+30:m0
