idx,dims,k,shape,arm,result,seconds
303,"(4, 6, 9)",11,4x6x9,kissat,TIMEOUT,300.0
304,"(4, 6, 9)",11,4x6x9,cadical,TIMEOUT,300.0
304,"(4, 6, 9)",11,4x6x9,cadical_lex,TIMEOUT,300.0
304,"(4, 6, 9)",11,4x6x9,hydra_satsuma,TIMEOUT,298.4
304,"(4, 6, 9)",11,4x6x9,kissat,TIMEOUT,300.0
305,"(4, 6, 9)",11,4x6x8,cadical,TIMEOUT,300.0
305,"(4, 6, 9)",11,4x6x8,cadical_lex,TIMEOUT,300.0
305,"(4, 6, 9)",11,4x6x8,hydra_satsuma,TIMEOUT,298.4
305,"(4, 6, 9)",11,4x6x8,kissat,TIMEOUT,300.0
307,"(4, 6, 9)",11,4x6x8,cadical,TIMEOUT,300.0
307,"(4, 6, 9)",11,4x6x8,cadical_lex,TIMEOUT,300.0
307,"(4, 6, 9)",11,4x6x8,hydra_satsuma,TIMEOUT,298.4
307,"(4, 6, 9)",11,4x6x8,kissat,TIMEOUT,300.0
309,"(4, 6, 9)",11,4x6x9,cadical,TIMEOUT,300.0
309,"(4, 6, 9)",11,4x6x9,cadical_lex,TIMEOUT,300.0
309,"(4, 6, 9)",11,4x6x9,hydra_satsuma,TIMEOUT,298.4
309,"(4, 6, 9)",11,4x6x9,kissat,TIMEOUT,300.0
310,"(4, 6, 9)",11,4x6x9,cadical,TIMEOUT,300.0
310,"(4, 6, 9)",11,4x6x9,cadical_lex,TIMEOUT,300.0
310,"(4, 6, 9)",11,4x6x9,hydra_satsuma,TIMEOUT,298.4
310,"(4, 6, 9)",11,4x6x9,kissat,TIMEOUT,300.0
311,"(4, 6, 9)",11,4x6x9,cadical,TIMEOUT,300.0
311,"(4, 6, 9)",11,4x6x9,cadical_lex,TIMEOUT,300.0
311,"(4, 6, 9)",11,4x6x9,hydra_satsuma,TIMEOUT,298.3
311,"(4, 6, 9)",11,4x6x9,kissat,TIMEOUT,300.0
312,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
312,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
312,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
312,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
313,"(4, 7, 9)",12,4x7x8,cadical,TIMEOUT,300.0
313,"(4, 7, 9)",12,4x7x8,cadical_lex,TIMEOUT,300.0
313,"(4, 7, 9)",12,4x7x8,hydra_satsuma,TIMEOUT,298.4
313,"(4, 7, 9)",12,4x7x8,kissat,TIMEOUT,300.0
314,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
314,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
314,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
314,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
315,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
315,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
315,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
315,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
316,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
316,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
316,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
316,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
317,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
317,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
317,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.3
317,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
319,"(4, 7, 9)",12,4x7x8,cadical,TIMEOUT,300.0
319,"(4, 7, 9)",12,4x7x8,cadical_lex,TIMEOUT,300.0
319,"(4, 7, 9)",12,4x7x8,hydra_satsuma,TIMEOUT,298.3
319,"(4, 7, 9)",12,4x7x8,kissat,TIMEOUT,300.0
320,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
320,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
320,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.3
320,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
321,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
321,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
321,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
321,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
322,"(4, 7, 9)",12,4x7x8,cadical,TIMEOUT,300.0
322,"(4, 7, 9)",12,4x7x8,cadical_lex,TIMEOUT,300.0
322,"(4, 7, 9)",12,4x7x8,hydra_satsuma,TIMEOUT,298.4
322,"(4, 7, 9)",12,4x7x8,kissat,TIMEOUT,300.0
324,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
324,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
324,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
324,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
325,"(4, 7, 9)",12,4x7x7,cadical,TIMEOUT,300.0
325,"(4, 7, 9)",12,4x7x7,cadical_lex,TIMEOUT,300.0
325,"(4, 7, 9)",12,4x7x7,hydra_satsuma,TIMEOUT,298.3
325,"(4, 7, 9)",12,4x7x7,kissat,TIMEOUT,300.0
326,"(4, 7, 9)",12,4x7x8,cadical,TIMEOUT,300.0
326,"(4, 7, 9)",12,4x7x8,cadical_lex,TIMEOUT,300.0
326,"(4, 7, 9)",12,4x7x8,hydra_satsuma,TIMEOUT,298.3
326,"(4, 7, 9)",12,4x7x8,kissat,TIMEOUT,300.0
327,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
327,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
327,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
327,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
328,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
328,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
328,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.4
328,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
329,"(4, 7, 9)",12,4x7x9,cadical,TIMEOUT,300.0
329,"(4, 7, 9)",12,4x7x9,cadical_lex,TIMEOUT,300.0
329,"(4, 7, 9)",12,4x7x9,hydra_satsuma,TIMEOUT,298.3
329,"(4, 7, 9)",12,4x7x9,kissat,TIMEOUT,300.0
330,"(4, 7, 9)",12,4x7x7,cadical,TIMEOUT,300.0
330,"(4, 7, 9)",12,4x7x7,cadical_lex,TIMEOUT,300.0
330,"(4, 7, 9)",12,4x7x7,hydra_satsuma,TIMEOUT,298.3
330,"(4, 7, 9)",12,4x7x7,kissat,TIMEOUT,300.0
